author,pseudonymLabel,birthDate,deathDate,spouseLabel,citizenshipLabel,genreLabel
http://www.wikidata.org/entity/Q312641,,1919-11-26T00:00:00Z,2013-09-02T00:00:00Z,Leslie Perri,США,научная фантастика
http://www.wikidata.org/entity/Q82032,,1924-11-21T00:00:00Z,2020-01-16T00:00:00Z,Faith Tully Lilly Faulconbridge,Франция,фэнтези
http://www.wikidata.org/entity/Q1358834,,1891-06-14T00:00:00Z,1977-07-03T00:00:00Z,,Российская империя,фэнтези
http://www.wikidata.org/entity/Q220883,A. A. Craig,1926-11-25T00:00:00Z,2001-07-31T00:00:00Z,Карен Андерсон,США,научная фантастика
http://www.wikidata.org/entity/Q82032,,1924-11-21T00:00:00Z,2020-01-16T00:00:00Z,Бэйли Толкин,Франция,фэнтези
http://www.wikidata.org/entity/Q44306,,1947-06-19T00:00:00Z,,Rachel Eliza Griffiths,Великобритания,научная фантастика
http://www.wikidata.org/entity/Q312641,,1919-11-26T00:00:00Z,2013-09-02T00:00:00Z,Carol Ulf Stanton,США,научная фантастика
http://www.wikidata.org/entity/Q363810,,1952-02-29T00:00:00Z,,,США,научная фантастика
http://www.wikidata.org/entity/Q44306,,1947-06-19T00:00:00Z,,Clarissa Luard,Индия,фэнтези
http://www.wikidata.org/entity/Q236829,,1934-08-16T00:00:00Z,2011-03-26T00:00:00Z,J. A. Burrow,Великобритания,фэнтези
http://www.wikidata.org/entity/Q34981,Paul French,1920-01-02T00:00:00Z,1992-04-06T00:00:00Z,Джанет Азимова,США,научная фантастика
http://www.wikidata.org/entity/Q188987,,1948-03-17T00:00:00Z,,,Канада,научная фантастика
http://www.wikidata.org/entity/Q1356272,,1929-04-03T00:00:00Z,2012-04-16T00:00:00Z,,США,научная фантастика
http://www.wikidata.org/entity/Q44647,,1923-10-20T00:00:00Z,2013-02-18T00:00:00Z,,Нацистская Германия,фэнтези
http://www.wikidata.org/entity/Q44306,,1947-06-19T00:00:00Z,,Elizabeth West,США,фэнтези
http://www.wikidata.org/entity/Q36591,Владимир Сирин,1899-04-22T00:00:00Z,1977-07-02T00:00:00Z,Вера Набокова,Российская империя,научная фантастика
http://www.wikidata.org/entity/Q181677,,1948-09-20T00:00:00Z,,,США,научная фантастика
http://www.wikidata.org/entity/Q44306,,1947-06-19T00:00:00Z,,Marianne Wiggins,США,фэнтези
http://www.wikidata.org/entity/Q39829,Richard Bachman,1947-09-21T00:00:00Z,,Табита Кинг,США,фэнтези
http://www.wikidata.org/entity/Q34981,Paul French,1920-01-02T00:00:00Z,1992-04-06T00:00:00Z,Gertrude Asimov,РСФСР,научная фантастика
http://www.wikidata.org/entity/Q112929,,1920-04-11T00:00:00Z,1970-03-21T00:00:00Z,,Австрия,научная фантастика
http://www.wikidata.org/entity/Q153796,С. Бережков,,,,,научная фантастика
http://www.wikidata.org/entity/Q153796,С. Витин,,,,,научная фантастика
http://www.wikidata.org/entity/Q153796,С. Витицкий,,,,,научная фантастика
http://www.wikidata.org/entity/Q153796,С. Победин,,,,,научная фантастика
http://www.wikidata.org/entity/Q153796,С. Ярославцев,,,,,научная фантастика
http://www.wikidata.org/entity/Q132524,Ayn Rand,1905-02-02T00:00:00Z,1982-03-06T00:00:00Z,Фрэнк О’Коннор,Российская республика,научная фантастика
http://www.wikidata.org/entity/Q90057,,1933-10-30T00:00:00Z,2024-02-10T00:00:00Z,Dietrich Haugk,Германия,научная фантастика
http://www.wikidata.org/entity/Q44306,,1947-06-19T00:00:00Z,,Clarissa Luard,США,научная фантастика
http://www.wikidata.org/entity/Q44306,,1947-06-19T00:00:00Z,,Elizabeth West,Индия,фэнтези
http://www.wikidata.org/entity/Q44647,,1923-10-20T00:00:00Z,2013-02-18T00:00:00Z,,Первая Чехословацкая Республика,фэнтези
http://www.wikidata.org/entity/Q44306,,1947-06-19T00:00:00Z,,Marianne Wiggins,Индия,фэнтези
http://www.wikidata.org/entity/Q44306,,1947-06-19T00:00:00Z,,Падма Лакшми,Великобритания,научная фантастика
http://www.wikidata.org/entity/Q44647,,1923-10-20T00:00:00Z,2013-02-18T00:00:00Z,,Германия,фэнтези
http://www.wikidata.org/entity/Q44647,,1923-10-20T00:00:00Z,2013-02-18T00:00:00Z,,ФРГ,фэнтези
http://www.wikidata.org/entity/Q9204,Clive Hamilton,1898-11-29T00:00:00Z,1963-11-22T00:00:00Z,Джой Дэвидмен,Великобритания,фэнтези
http://www.wikidata.org/entity/Q9204,N. W. Clerk,1898-11-29T00:00:00Z,1963-11-22T00:00:00Z,Джой Дэвидмен,Великобритания,фэнтези
http://www.wikidata.org/entity/Q44306,,1947-06-19T00:00:00Z,,Clarissa Luard,Индия,научная фантастика
http://www.wikidata.org/entity/Q54828,,1908-04-23T00:00:00Z,1972-10-05T00:00:00Z,,СССР,научная фантастика
http://www.wikidata.org/entity/Q181659,,1929-10-21T00:00:00Z,2018-01-22T00:00:00Z,Шарль Ле Гуин,США,научная фантастика
http://www.wikidata.org/entity/Q44306,,1947-06-19T00:00:00Z,,Elizabeth West,США,научная фантастика
http://www.wikidata.org/entity/Q1358834,,1891-06-14T00:00:00Z,1977-07-01T00:00:00Z,,СССР,фэнтези
http://www.wikidata.org/entity/Q36591,Владимир Сирин,1899-04-22T00:00:00Z,1977-07-02T00:00:00Z,Вера Набокова,США,научная фантастика
http://www.wikidata.org/entity/Q44306,,1947-06-19T00:00:00Z,,Marianne Wiggins,США,научная фантастика
http://www.wikidata.org/entity/Q49074,Mark Harvey,1922-11-11T00:00:00Z,2007-04-11T00:00:00Z,Jane Vonnegut Yarmolinsky,США,научная фантастика
http://www.wikidata.org/entity/Q39829,Richard Bachman,1947-09-21T00:00:00Z,,Табита Кинг,США,научная фантастика
http://www.wikidata.org/entity/Q1358834,,1891-06-14T00:00:00Z,1977-07-03T00:00:00Z,,СССР,фэнтези
http://www.wikidata.org/entity/Q82032,,1924-11-21T00:00:00Z,2020-01-16T00:00:00Z,Faith Tully Lilly Faulconbridge,Великобритания,фэнтези
http://www.wikidata.org/entity/Q82032,,1924-11-21T00:00:00Z,2020-01-16T00:00:00Z,Бэйли Толкин,Великобритания,фэнтези
http://www.wikidata.org/entity/Q40640,William Elliot,1920-08-22T00:00:00Z,2012-06-05T00:00:00Z,Маргарита Брэдбери,США,научная фантастика
http://www.wikidata.org/entity/Q44306,,1947-06-19T00:00:00Z,,Rachel Eliza Griffiths,США,фэнтези
http://www.wikidata.org/entity/Q314771,,1928-06-10T00:00:00Z,2012-05-08T00:00:00Z,,США,фэнтези
http://www.wikidata.org/entity/Q44306,,1947-06-19T00:00:00Z,,Elizabeth West,Индия,научная фантастика
http://www.wikidata.org/entity/Q296256,Kilgore Trout,1918-01-26T00:00:00Z,2009-02-25T00:00:00Z,,США,научная фантастика
http://www.wikidata.org/entity/Q55767,,1907-11-14T00:00:00Z,2002-01-28T00:00:00Z,Стуре Линдгрен,Швеция,фэнтези
http://www.wikidata.org/entity/Q44306,,1947-06-19T00:00:00Z,,Marianne Wiggins,Индия,научная фантастика
http://www.wikidata.org/entity/Q132524,Ayn Rand,1905-02-02T00:00:00Z,1982-03-06T00:00:00Z,Фрэнк О’Коннор,РСФСР,научная фантастика
http://www.wikidata.org/entity/Q443109,,1944-10-18T00:00:00Z,,,США,фэнтези
http://www.wikidata.org/entity/Q42,David Agnew,1952-03-11T00:00:00Z,2001-05-11T00:00:00Z,Джейн Белсон,Великобритания,фэнтези
http://www.wikidata.org/entity/Q44306,,1947-06-19T00:00:00Z,,Rachel Eliza Griffiths,Индия,фэнтези
http://www.wikidata.org/entity/Q34981,Paul French,1920-01-02T00:00:00Z,1992-04-06T00:00:00Z,Gertrude Asimov,США,научная фантастика
http://www.wikidata.org/entity/Q44306,,1947-06-19T00:00:00Z,,Clarissa Luard,Великобритания,фэнтези
http://www.wikidata.org/entity/Q44183,,1911-09-19T00:00:00Z,1993-06-19T00:00:00Z,Ann Brookfield,Великобритания,научная фантастика
http://www.wikidata.org/entity/Q132524,Ayn Rand,1905-02-02T00:00:00Z,1982-03-06T00:00:00Z,Фрэнк О’Коннор,Российская империя,научная фантастика
http://www.wikidata.org/entity/Q44306,,1947-06-19T00:00:00Z,,Падма Лакшми,США,фэнтези
http://www.wikidata.org/entity/Q312641,,1919-11-26T00:00:00Z,2013-09-02T00:00:00Z,Judith Merril,США,научная фантастика
http://www.wikidata.org/entity/Q44306,,1947-06-19T00:00:00Z,,Rachel Eliza Griffiths,США,научная фантастика
http://www.wikidata.org/entity/Q315949,,1908-08-29T00:00:00Z,2004-03-27T00:00:00Z,,Франция,научная фантастика
http://www.wikidata.org/entity/Q28147,Felix Ritter,1926-05-31T00:00:00Z,1997-08-02T00:00:00Z,,Германия,фэнтези
http://www.wikidata.org/entity/Q28147,Markus Polder,1926-05-31T00:00:00Z,1997-08-02T00:00:00Z,,Германия,фэнтези
http://www.wikidata.org/entity/Q44306,,1947-06-19T00:00:00Z,,Elizabeth West,Великобритания,фэнтези
http://www.wikidata.org/entity/Q719250,,1934-09-24T00:00:00Z,,,Япония,научная фантастика
http://www.wikidata.org/entity/Q44306,,1947-06-19T00:00:00Z,,Marianne Wiggins,Великобритания,фэнтези
http://www.wikidata.org/entity/Q46248,,1948-04-28T00:00:00Z,2015-03-12T00:00:00Z,Lyn Purves,Великобритания,фэнтези
http://www.wikidata.org/entity/Q44306,,1947-06-19T00:00:00Z,,Падма Лакшми,Индия,фэнтези
http://www.wikidata.org/entity/Q217619,Anthony Burgess,1917-02-25T00:00:00Z,1993-11-22T00:00:00Z,Liana Burgess,Великобритания,научная фантастика
http://www.wikidata.org/entity/Q42,David Agnew,1952-03-11T00:00:00Z,2001-05-11T00:00:00Z,Джейн Белсон,Великобритания,научная фантастика
http://www.wikidata.org/entity/Q44306,,1947-06-19T00:00:00Z,,Rachel Eliza Griffiths,Индия,научная фантастика
http://www.wikidata.org/entity/Q1160619,Louis G. Daniels,1920-02-11T00:00:00Z,1976-09-07T00:00:00Z,,США,научная фантастика
http://www.wikidata.org/entity/Q44306,,1947-06-19T00:00:00Z,,Clarissa Luard,Великобритания,научная фантастика
http://www.wikidata.org/entity/Q171091,Jack Dowland,1928-12-16T00:00:00Z,1982-03-02T00:00:00Z,Anne R. Dick,США,научная фантастика
http://www.wikidata.org/entity/Q171091,Richard Phillipps,1928-12-16T00:00:00Z,1982-03-02T00:00:00Z,Anne R. Dick,США,научная фантастика
http://www.wikidata.org/entity/Q171091,Jack Dowland,1928-12-16T00:00:00Z,1982-03-02T00:00:00Z,Jeanette Marlin,США,научная фантастика
http://www.wikidata.org/entity/Q171091,Richard Phillipps,1928-12-16T00:00:00Z,1982-03-02T00:00:00Z,Jeanette Marlin,США,научная фантастика
http://www.wikidata.org/entity/Q171091,Jack Dowland,1928-12-16T00:00:00Z,1982-03-02T00:00:00Z,Kleo Mini,США,научная фантастика
http://www.wikidata.org/entity/Q171091,Richard Phillipps,1928-12-16T00:00:00Z,1982-03-02T00:00:00Z,Kleo Mini,США,научная фантастика
http://www.wikidata.org/entity/Q171091,Jack Dowland,1928-12-16T00:00:00Z,1982-03-02T00:00:00Z,Nancy Hackett,США,научная фантастика
http://www.wikidata.org/entity/Q171091,Richard Phillipps,1928-12-16T00:00:00Z,1982-03-02T00:00:00Z,Nancy Hackett,США,научная фантастика
http://www.wikidata.org/entity/Q6530,,1921-09-12T00:00:00Z,2006-03-27T00:00:00Z,Барбара Лем,Польша,научная фантастика
http://www.wikidata.org/entity/Q132524,Ayn Rand,1905-02-02T00:00:00Z,1982-03-06T00:00:00Z,Фрэнк О’Коннор,США,научная фантастика
http://www.wikidata.org/entity/Q44306,,1947-06-19T00:00:00Z,,Падма Лакшми,США,научная фантастика
http://www.wikidata.org/entity/Q49074,Mark Harvey,1922-11-11T00:00:00Z,2007-04-11T00:00:00Z,Jill Krementz,США,научная фантастика
http://www.wikidata.org/entity/Q295406,Harrison Denmark,1937-05-13T00:00:00Z,1995-06-14T00:00:00Z,,США,научная фантастика
http://www.wikidata.org/entity/Q172140,John Lange,1942-10-23T00:00:00Z,2008-11-04T00:00:00Z,Энн-Мари Мартин,США,фэнтези
http://www.wikidata.org/entity/Q76498,,1929-11-12T00:00:00Z,1995-08-28T00:00:00Z,Марико Сато,Германия,фэнтези
http://www.wikidata.org/entity/Q410,,1934-11-09T00:00:00Z,1996-12-20T00:00:00Z,Линн Маргулис,США,научная фантастика
http://www.wikidata.org/entity/Q312632,Ellery Queen,1916-08-28T00:00:00Z,2013-05-26T00:00:00Z,,США,научная фантастика
http://www.wikidata.org/entity/Q312632,Peter Held,1916-08-28T00:00:00Z,2013-05-26T00:00:00Z,,США,научная фантастика
http://www.wikidata.org/entity/Q312632,Alan Wade,1916-08-28T00:00:00Z,2013-05-26T00:00:00Z,,США,научная фантастика
http://www.wikidata.org/entity/Q312632,Jay Kavanse,1916-08-28T00:00:00Z,2013-05-26T00:00:00Z,,США,научная фантастика
http://www.wikidata.org/entity/Q312632,John van See,1916-08-28T00:00:00Z,2013-05-26T00:00:00Z,,США,научная фантастика
http://www.wikidata.org/entity/Q578031,,1933-08-07T00:00:00Z,2017-09-08T00:00:00Z,,США,научная фантастика
http://www.wikidata.org/entity/Q220450,Ross Harding,1948-08-01T00:00:00Z,2006-07-28T00:00:00Z,Stella Gemmell,Великобритания,фэнтези
http://www.wikidata.org/entity/Q76498,,1929-11-12T00:00:00Z,1995-08-28T00:00:00Z,Ingeborg Hoffmann,Германия,фэнтези
http://www.wikidata.org/entity/Q465179,John Dexter,1930-06-03T00:00:00Z,1999-09-25T00:00:00Z,Walter Breen,США,научная фантастика
http://www.wikidata.org/entity/Q465179,Lee Chapman,1930-06-03T00:00:00Z,1999-09-25T00:00:00Z,Walter Breen,США,научная фантастика
http://www.wikidata.org/entity/Q465179,Valerie Graves,1930-06-03T00:00:00Z,1999-09-25T00:00:00Z,Walter Breen,США,научная фантастика
http://www.wikidata.org/entity/Q465179,Miriam Gardner,1930-06-03T00:00:00Z,1999-09-25T00:00:00Z,Walter Breen,США,научная фантастика
http://www.wikidata.org/entity/Q465179,Morgan Ives,1930-06-03T00:00:00Z,1999-09-25T00:00:00Z,Walter Breen,США,научная фантастика
http://www.wikidata.org/entity/Q465179,Elfrieda Rivers,1930-06-03T00:00:00Z,1999-09-25T00:00:00Z,Walter Breen,США,научная фантастика
http://www.wikidata.org/entity/Q465179,Alfrida Riversx,1930-06-03T00:00:00Z,1999-09-25T00:00:00Z,Walter Breen,США,научная фантастика
http://www.wikidata.org/entity/Q465179,Elfrida Rivers,1930-06-03T00:00:00Z,1999-09-25T00:00:00Z,Walter Breen,США,научная фантастика
http://www.wikidata.org/entity/Q465179,Astara Zimmer,1930-06-03T00:00:00Z,1999-09-25T00:00:00Z,Walter Breen,США,научная фантастика
http://www.wikidata.org/entity/Q465179,Astra Zimmer,1930-06-03T00:00:00Z,1999-09-25T00:00:00Z,Walter Breen,США,научная фантастика
http://www.wikidata.org/entity/Q465179,Astra Zimmer Bradley,1930-06-03T00:00:00Z,1999-09-25T00:00:00Z,Walter Breen,США,научная фантастика
http://www.wikidata.org/entity/Q465179,John Jay Wells,1930-06-03T00:00:00Z,1999-09-25T00:00:00Z,Walter Breen,США,научная фантастика
http://www.wikidata.org/entity/Q220883,A. A. Craig,1926-11-25T00:00:00Z,2001-07-31T00:00:00Z,Карен Андерсон,США,фэнтези
http://www.wikidata.org/entity/Q465179,John Dexter,1930-06-03T00:00:00Z,1999-09-25T00:00:00Z,Robert Alden Bradley,США,научная фантастика
http://www.wikidata.org/entity/Q465179,Lee Chapman,1930-06-03T00:00:00Z,1999-09-25T00:00:00Z,Robert Alden Bradley,США,научная фантастика
http://www.wikidata.org/entity/Q465179,Valerie Graves,1930-06-03T00:00:00Z,1999-09-25T00:00:00Z,Robert Alden Bradley,США,научная фантастика
http://www.wikidata.org/entity/Q465179,Miriam Gardner,1930-06-03T00:00:00Z,1999-09-25T00:00:00Z,Robert Alden Bradley,США,научная фантастика
http://www.wikidata.org/entity/Q465179,Morgan Ives,1930-06-03T00:00:00Z,1999-09-25T00:00:00Z,Robert Alden Bradley,США,научная фантастика
http://www.wikidata.org/entity/Q465179,Elfrieda Rivers,1930-06-03T00:00:00Z,1999-09-25T00:00:00Z,Robert Alden Bradley,США,научная фантастика
http://www.wikidata.org/entity/Q465179,Alfrida Riversx,1930-06-03T00:00:00Z,1999-09-25T00:00:00Z,Robert Alden Bradley,США,научная фантастика
http://www.wikidata.org/entity/Q465179,Elfrida Rivers,1930-06-03T00:00:00Z,1999-09-25T00:00:00Z,Robert Alden Bradley,США,научная фантастика
http://www.wikidata.org/entity/Q465179,Astara Zimmer,1930-06-03T00:00:00Z,1999-09-25T00:00:00Z,Robert Alden Bradley,США,научная фантастика
http://www.wikidata.org/entity/Q465179,Astra Zimmer,1930-06-03T00:00:00Z,1999-09-25T00:00:00Z,Robert Alden Bradley,США,научная фантастика
http://www.wikidata.org/entity/Q465179,Astra Zimmer Bradley,1930-06-03T00:00:00Z,1999-09-25T00:00:00Z,Robert Alden Bradley,США,научная фантастика
http://www.wikidata.org/entity/Q465179,John Jay Wells,1930-06-03T00:00:00Z,1999-09-25T00:00:00Z,Robert Alden Bradley,США,научная фантастика
http://www.wikidata.org/entity/Q316610,,1938-04-30T00:00:00Z,,Мэрилин Найвен,США,научная фантастика
http://www.wikidata.org/entity/Q311253,Cheech Beldone,1934-05-27T00:00:00Z,2018-06-28T00:00:00Z,Lori Patrick Jones,США,научная фантастика
http://www.wikidata.org/entity/Q311253,Phil Beldone,1934-05-27T00:00:00Z,2018-06-28T00:00:00Z,Lori Patrick Jones,США,научная фантастика
http://www.wikidata.org/entity/Q311253,Cheech Beldone,1934-05-27T00:00:00Z,2018-06-28T00:00:00Z,Billy Joyce Sanders,США,научная фантастика
http://www.wikidata.org/entity/Q311253,Phil Beldone,1934-05-27T00:00:00Z,2018-06-28T00:00:00Z,Billy Joyce Sanders,США,научная фантастика
http://www.wikidata.org/entity/Q364189,,1943-03-02T00:00:00Z,2022-09-04T00:00:00Z,,США,фэнтези
http://www.wikidata.org/entity/Q217110,Brian Green,1951-08-24T00:00:00Z,,,США,научная фантастика
http://www.wikidata.org/entity/Q217110,Bryan Green,1951-08-24T00:00:00Z,,,США,научная фантастика
http://www.wikidata.org/entity/Q217110,Byron Walley,1951-08-24T00:00:00Z,,,США,научная фантастика
http://www.wikidata.org/entity/Q217110,Frederick Bliss,1951-08-24T00:00:00Z,,,США,научная фантастика
http://www.wikidata.org/entity/Q217110,P. Q. Gump,1951-08-24T00:00:00Z,,,США,научная фантастика
http://www.wikidata.org/entity/Q172140,Jeffery Hudson,1942-10-23T00:00:00Z,2008-11-04T00:00:00Z,Энн-Мари Мартин,США,научная фантастика
http://www.wikidata.org/entity/Q172140,Michael Douglas,1942-10-23T00:00:00Z,2008-11-04T00:00:00Z,Энн-Мари Мартин,США,научная фантастика
http://www.wikidata.org/entity/Q172140,John Lange,1942-10-23T00:00:00Z,2008-11-04T00:00:00Z,Энн-Мари Мартин,США,научная фантастика
http://www.wikidata.org/entity/Q268371,,1948-04-02T00:00:00Z,,James Frenkel,США,фэнтези
http://www.wikidata.org/entity/Q311253,Cheech Beldone,1934-05-27T00:00:00Z,2018-06-28T00:00:00Z,Charlotte Stein,США,научная фантастика
http://www.wikidata.org/entity/Q311253,Phil Beldone,1934-05-27T00:00:00Z,2018-06-28T00:00:00Z,Charlotte Stein,США,научная фантастика
http://www.wikidata.org/entity/Q552025,Hilary Ford,1922-04-16T00:00:00Z,2012-02-03T00:00:00Z,,Великобритания,научная фантастика
http://www.wikidata.org/entity/Q154756,,1923-10-15T00:00:00Z,1985-09-19T00:00:00Z,Esther Judith Singer,Италия,фэнтези
http://www.wikidata.org/entity/Q268680,,1938-08-15T00:00:00Z,1985-07-19T00:00:00Z,Jadwiga Zajdel,Польша,научная фантастика
http://www.wikidata.org/entity/Q76134,,1936-11-19T00:00:00Z,2015-06-10T00:00:00Z,,Германия,научная фантастика
http://www.wikidata.org/entity/Q185714,,1927-08-09T00:00:00Z,2014-06-15T00:00:00Z,,США,научная фантастика
http://www.wikidata.org/entity/Q317491,,1951-08-20T00:00:00Z,2022-11-19T00:00:00Z,Astrid Anderson Bear,США,научная фантастика
http://www.wikidata.org/entity/Q294625,,1904-08-03T00:00:00Z,1988-04-25T00:00:00Z,Kay Kuchenberg Simak,США,научная фантастика
http://www.wikidata.org/entity/Q248867,"William Atheling, Jr.",1921-05-23T00:00:00Z,1975-07-30T00:00:00Z,J. A. Lawrence,США,научная фантастика
http://www.wikidata.org/entity/Q268371,,1948-04-02T00:00:00Z,,James Frenkel,США,научная фантастика
http://www.wikidata.org/entity/Q154756,,1923-10-15T00:00:00Z,1985-09-19T00:00:00Z,Esther Judith Singer,Королевство Италия,фэнтези
http://www.wikidata.org/entity/Q1346126,,1953-02-10T00:00:00Z,,,США,научная фантастика
http://www.wikidata.org/entity/Q186273,,1924-03-07T00:00:00Z,1993-01-22T00:00:00Z,Machi Abé,Япония,научная фантастика
http://www.wikidata.org/entity/Q325130,Logan Swanson,1926-02-20T00:00:00Z,2013-06-23T00:00:00Z,,США,научная фантастика
http://www.wikidata.org/entity/Q44183,,1911-09-19T00:00:00Z,1993-06-19T00:00:00Z,Ann Brookfield,Великобритания,фэнтези
http://www.wikidata.org/entity/Q297538,,1948-04-04T00:00:00Z,2026-02-21T00:00:00Z,,США,фэнтези
http://www.wikidata.org/entity/Q47087,Charles Willis,1917-12-16T00:00:00Z,2008-03-19T00:00:00Z,Marilyn Mayfield,Великобритания,научная фантастика
http://www.wikidata.org/entity/Q47087,E.G. O'Brien,1917-12-16T00:00:00Z,2008-03-19T00:00:00Z,Marilyn Mayfield,Великобритания,научная фантастика
http://www.wikidata.org/entity/Q313185,,1910-12-24T00:00:00Z,1992-09-05T00:00:00Z,,США,фэнтези
http://www.wikidata.org/entity/Q333246,,1928-07-16T00:00:00Z,2005-12-09T00:00:00Z,Зива Куитни,США,научная фантастика
http://www.wikidata.org/entity/Q240253,E. Waldo Hunter,1918-02-26T00:00:00Z,1985-05-08T00:00:00Z,,США,научная фантастика
http://www.wikidata.org/entity/Q123078,Anson MacDonald,1907-07-07T00:00:00Z,1988-05-08T00:00:00Z,Virginia Heinlein,США,научная фантастика
http://www.wikidata.org/entity/Q123078,Caleb Saunders,1907-07-07T00:00:00Z,1988-05-08T00:00:00Z,Virginia Heinlein,США,научная фантастика
http://www.wikidata.org/entity/Q123078,John Riverside,1907-07-07T00:00:00Z,1988-05-08T00:00:00Z,Virginia Heinlein,США,научная фантастика
http://www.wikidata.org/entity/Q123078,Lyle Monroe,1907-07-07T00:00:00Z,1988-05-08T00:00:00Z,Virginia Heinlein,США,научная фантастика
http://www.wikidata.org/entity/Q123078,Simon York,1907-07-07T00:00:00Z,1988-05-08T00:00:00Z,Virginia Heinlein,США,научная фантастика
http://www.wikidata.org/entity/Q172140,Jeffery Hudson,1942-10-23T00:00:00Z,2008-11-04T00:00:00Z,http://www.wikidata.org/.well-known/genid/887ebd68a515b41b050505a579dcbc7c,США,фэнтези
http://www.wikidata.org/entity/Q172140,Michael Douglas,1942-10-23T00:00:00Z,2008-11-04T00:00:00Z,http://www.wikidata.org/.well-known/genid/887ebd68a515b41b050505a579dcbc7c,США,фэнтези
http://www.wikidata.org/entity/Q172140,John Lange,1942-10-23T00:00:00Z,2008-11-04T00:00:00Z,http://www.wikidata.org/.well-known/genid/887ebd68a515b41b050505a579dcbc7c,США,фэнтези
http://www.wikidata.org/entity/Q172140,Jeffery Hudson,1942-10-23T00:00:00Z,2008-11-04T00:00:00Z,http://www.wikidata.org/.well-known/genid/eab80052faed771871f91c18427718d1,США,фэнтези
http://www.wikidata.org/entity/Q172140,Michael Douglas,1942-10-23T00:00:00Z,2008-11-04T00:00:00Z,http://www.wikidata.org/.well-known/genid/eab80052faed771871f91c18427718d1,США,фэнтези
http://www.wikidata.org/entity/Q172140,John Lange,1942-10-23T00:00:00Z,2008-11-04T00:00:00Z,http://www.wikidata.org/.well-known/genid/eab80052faed771871f91c18427718d1,США,фэнтези
